No.,Word,Valence_Mean,Valence_SD,Arousal_Mean,Arousal_SD,Frequency
1288,疑神,3.8 ,0.748 ,5.6 ,1.020 ,0
1289,疑惑,3.8 ,0.748 ,4.8 ,0.400 ,63
1290,疑慮,3.6 ,1.020 ,5.0 ,1.095 ,68
1291,疑點,3.8 ,0.748 ,4.2 ,1.166 ,12
1292,疑難,3.8 ,0.748 ,4.4 ,0.800 ,13
1293,疑懼,3.8 ,0.748 ,6.2 ,1.166 ,9
1294,瘋,2.6 ,1.356 ,7.8 ,0.748 ,24
1295,禍,3.2 ,0.980 ,6.0 ,1.414 ,43
1296,福氣,7.0 ,0.632 ,4.4 ,1.356 ,27
1297,精力,5.4 ,0.490 ,4.0 ,1.549 ,104
1298,精心,6.2 ,0.748 ,4.6 ,1.855 ,74
1299,精美,6.4 ,1.020 ,4.2 ,1.720 ,71
1300,精疲力盡,3.0 ,0.894 ,5.2 ,1.939 ,0
1301,精疲力竭,3.0 ,0.894 ,5.4 ,1.960 ,12
1302,精彩,7.6 ,0.490 ,7.6 ,0.490 ,97
1303,緊張,3.6 ,1.020 ,7.0 ,0.632 ,394
1304,緊繃,3.8 ,0.748 ,7.2 ,0.748 ,23
1305,腐朽,2.8 ,0.748 ,4.0 ,2.000 ,31
1306,腐臭,3.0 ,0.632 ,4.4 ,1.960 ,7
1307,腐敗,2.4 ,0.490 ,5.6 ,2.498 ,65
1308,腐爛,2.6 ,0.800 ,4.8 ,2.227 ,19
1309,認可,5.8 ,0.400 ,4.0 ,1.265 ,49
1310,誤,3.6 ,0.490 ,4.0 ,1.549 ,25
1311,誤會,3.2 ,0.400 ,5.4 ,1.744 ,45
1312,誤解,3.4 ,0.490 ,5.6 ,1.855 ,66
1313,說謊,2.6 ,0.800 ,5.4 ,0.490 ,99
1314,豪爽,7.2 ,0.400 ,6.8 ,0.980 ,22
1315,豪華,6.8 ,0.400 ,5.8 ,1.166 ,135
1316,輕快,6.2 ,0.400 ,4.8 ,1.166 ,28
1317,輕忽,3.8 ,0.400 ,5.2 ,0.748 ,17
1318,輕視,3.2 ,0.748 ,5.6 ,1.356 ,34
1319,輕蔑,2.6 ,0.800 ,6.8 ,1.470 ,13
1320,輕鬆,6.0 ,0.632 ,2.2 ,0.748 ,301
1321,遠離,4.4 ,0.800 ,3.8 ,1.600 ,85
1322,鄙,2.8 ,0.400 ,6.2 ,1.166 ,0
1323,酷刑,2.0 ,0.894 ,8.2 ,0.400 ,7
1324,酷愛,8.0 ,0.894 ,7.2 ,2.135 ,7
1325,酸,4.6 ,0.490 ,4.8 ,0.980 ,63
1326,酸甜苦辣,4.8 ,0.400 ,5.2 ,0.400 ,0
1327,銘印,5.8 ,0.748 ,6.2 ,0.980 ,0
1328,骯髒,3.2 ,0.400 ,4.6 ,1.356 ,27
1329,鼻酸,3.4 ,0.490 ,6.4 ,0.800 ,7
1330,僵化,3.8 ,0.400 ,4.0 ,0.894 ,41
1331,僵住,3.8 ,0.748 ,3.6 ,1.744 ,6
1332,僵冷,3.6 ,1.020 ,3.4 ,1.625 ,0
1333,僵局,3.8 ,0.400 ,4.2 ,0.980 ,35
1334,僵持,3.4 ,0.800 ,5.6 ,1.855 ,16
1335,僵硬,3.4 ,0.490 ,5.4 ,1.497 ,28
1336,劇烈,4.6 ,0.800 ,8.2 ,0.748 ,68
1337,嘮叨,3.8 ,0.400 ,5.8 ,1.470 ,26
1338,噁,2.4 ,0.800 ,6.0 ,0.894 ,0
1339,噁心,2.2 ,0.400 ,6.8 ,0.748 ,48
1340,墮落,2.4 ,0.800 ,6.2 ,2.400 ,44
1341,嫵媚,6.6 ,0.490 ,5.6 ,1.497 ,18
1342,嬉笑,5.8 ,1.600 ,5.6 ,1.497 ,6
1343,嬌弱,3.8 ,0.400 ,3.4 ,1.497 ,4
1344,寬大,6.2 ,0.400 ,4.2 ,1.939 ,35
1345,寬容,7.0 ,0.000 ,3.2 ,1.327 ,37
1346,德行,6.6 ,1.356 ,3.2 ,1.600 ,18
1347,慶功,7.0 ,1.095 ,7.2 ,1.166 ,0
1348,慶生,6.4 ,1.020 ,6.4 ,1.497 ,8
1349,慶幸,6.4 ,0.490 ,6.0 ,1.095 ,43
1350,慶賀,7.0 ,0.632 ,6.0 ,0.894 ,17
1351,憂心,3.6 ,0.490 ,6.0 ,0.632 ,46
1352,憂患,3.2 ,0.400 ,5.4 ,1.200 ,6
1353,憂勞,3.6 ,0.490 ,5.6 ,1.020 ,0
1354,憂傷,3.0 ,0.632 ,5.6 ,1.020 ,20
1355,憂愁,2.8 ,0.400 ,5.4 ,1.020 ,21
1356,憂煩,3.0 ,0.632 ,5.4 ,0.800 ,0
1357,憂慮,2.8 ,0.400 ,6.2 ,1.166 ,36
1358,憂鬱,2.4 ,0.490 ,4.8 ,1.720 ,41
1359,憎,2.2 ,1.166 ,6.8 ,1.327 ,0
1360,憐惜,4.6 ,1.200 ,4.8 ,0.980 ,6
1361,憤,2.6 ,1.020 ,7.6 ,1.020 ,25
1362,摯情,7.2 ,0.400 ,5.4 ,1.497 ,0
1363,摯愛,7.8 ,0.748 ,6.2 ,1.720 ,5
1364,摯誠,7.6 ,0.800 ,6.0 ,2.000 ,0
1365,撒謊,3.2 ,0.400 ,5.2 ,0.748 ,19
1366,撫育,6.0 ,0.632 ,3.8 ,1.470 ,12
1367,敵視,3.0 ,0.632 ,6.6 ,0.490 ,7
1368,敵意,3.4 ,0.490 ,6.4 ,0.800 ,23
1369,敵對,2.8 ,0.748 ,7.0 ,0.632 ,28
1370,暴力,2.2 ,0.400 ,7.8 ,0.400 ,207
1371,暴怒,1.8 ,0.748 ,8.4 ,0.490 ,0
1372,暴躁,2.8 ,0.400 ,8.0 ,0.632 ,30
1373,樂,6.6 ,0.490 ,5.6 ,1.200 ,151
1374,樂子,6.2 ,0.748 ,4.2 ,1.720 ,0
1375,樂不,5.2 ,0.748 ,4.4 ,1.855 ,0
1376,樂天,6.8 ,0.400 ,4.6 ,2.417 ,5
1377,樂在其中,7.0 ,0.000 ,5.6 ,1.356 ,9
1378,樂此,6.4 ,0.490 ,5.0 ,1.789 ,0
1379,樂而,6.2 ,0.400 ,4.4 ,1.625 ,0
1380,樂得,6.2 ,0.400 ,4.4 ,1.625 ,0
1381,樂善,6.4 ,0.490 ,4.4 ,2.059 ,0
1382,樂園,6.4 ,0.490 ,5.4 ,1.356 ,161
1383,樂極生悲,2.8 ,0.400 ,6.8 ,0.980 ,0
1384,樂趣,6.4 ,0.800 ,5.0 ,1.549 ,186
1385,樂觀,7.0 ,0.632 ,5.0 ,0.894 ,171
1386,歎為觀止,6.6 ,1.200 ,7.6 ,1.020 ,8
1387,毅然,5.8 ,0.748 ,6.4 ,0.800 ,35
1388,潔淨,6.2 ,0.400 ,4.6 ,1.356 ,31
1389,熱切,6.2 ,0.748 ,6.4 ,0.490 ,28
1390,熱烈,6.4 ,0.800 ,7.6 ,0.490 ,252
1391,熱衷,6.4 ,0.800 ,6.4 ,1.200 ,37
1392,熱情,6.6 ,1.020 ,6.4 ,1.200 ,138
1393,熱望,6.2 ,0.980 ,6.0 ,1.414 ,0
1394,熱淚盈眶,5.0 ,0.000 ,7.6 ,0.490 ,0
1395,熱鬧,6.4 ,1.020 ,6.6 ,0.490 ,275
1396,獎,6.8 ,0.400 ,5.2 ,1.327 ,225
1397,獎助,7.0 ,0.632 ,5.2 ,1.327 ,28
1398,獎杯,7.4 ,0.490 ,5.4 ,1.356 ,11
1399,獎狀,7.4 ,0.490 ,5.2 ,1.470 ,26
1400,獎金,7.6 ,0.490 ,5.6 ,1.020 ,243
1401,獎品,7.4 ,0.800 ,5.6 ,1.020 ,42
1402,獎章,6.8 ,0.400 ,5.0 ,1.673 ,57
1403,獎牌,6.8 ,0.400 ,5.2 ,1.327 ,23
1404,獎賞,6.6 ,0.490 ,5.4 ,1.356 ,13
1405,獎學金,7.4 ,0.490 ,5.6 ,2.059 ,78
1406,獎勵,7.0 ,0.632 ,5.2 ,1.327 ,228
1407,確定,6.2 ,0.748 ,5.2 ,0.400 ,439
1408,確信,6.2 ,0.748 ,5.4 ,1.497 ,24
1409,窮,3.6 ,0.490 ,4.0 ,0.894 ,143
1410,窮困,3.0 ,0.894 ,4.2 ,1.470 ,21
1411,糊塗,3.8 ,0.400 ,3.6 ,1.020 ,53
1412,緩和,5.2 ,0.400 ,3.2 ,1.166 ,60
1413,蔑視,2.6 ,0.800 ,6.6 ,1.200 ,14
1414,衝突,3.4 ,0.490 ,6.8 ,0.400 ,380
1415,衝擊,3.2 ,0.748 ,7.2 ,0.980 ,283
1416,調皮,5.0 ,0.894 ,4.8 ,1.720 ,26
1417,調戲,3.6 ,0.490 ,6.2 ,0.748 ,0
1418,賤民,2.2 ,0.748 ,7.6 ,0.800 ,0
1419,賤骨頭,1.8 ,0.748 ,7.8 ,0.748 ,0
1420,質疑,3.6 ,1.020 ,5.6 ,0.800 ,227
1421,輝煌,7.0 ,0.632 ,6.2 ,0.748 ,78
1422,適宜,6.4 ,0.490 ,5.0 ,0.632 ,53
1423,適時,6.2 ,0.400 ,5.0 ,1.265 ,98
1424,適當,6.2 ,0.400 ,4.6 ,0.800 ,513
1425,遭受,3.6 ,0.800 ,5.8 ,0.748 ,92
1426,鋌而走險,3.0 ,0.894 ,7.0 ,0.632 ,8
1427,震怒,2.4 ,0.490 ,8.2 ,0.748 ,12
1428,震顫,3.2 ,0.748 ,7.4 ,0.800 ,0
1429,震驚,3.6 ,1.356 ,7.4 ,1.020 ,66
1430,霉運,2.8 ,0.400 ,5.4 ,1.356 ,0
1431,養育,6.2 ,0.748 ,4.0 ,1.673 ,37
1432,魄力,7.0 ,0.000 ,6.2 ,0.748 ,32
1433,魅力,7.2 ,0.400 ,5.6 ,1.855 ,174
1434,懊悔,3.4 ,0.490 ,6.4 ,0.490 ,12
1435,懊惱,3.2 ,0.748 ,7.0 ,0.894 ,29
1436,戰火,3.0 ,0.894 ,6.8 ,1.470 ,84
1437,戰爭,3.0 ,0.894 ,7.2 ,1.166 ,673
1438,戰鬥,3.0 ,0.894 ,7.0 ,0.894 ,62
1439,戰勝,7.4 ,1.020 ,7.4 ,1.020 ,35
1440,戰亂,3.0 ,0.894 ,7.2 ,0.748 ,35
1441,擁抱,6.4 ,0.490 ,5.6 ,1.020 ,88
1442,擁護,6.4 ,0.490 ,6.0 ,0.894 ,32
1443,擅長,6.2 ,0.748 ,5.0 ,1.549 ,78
1444,操心,3.8 ,0.400 ,5.6 ,1.356 ,26
1445,操守,5.2 ,0.400 ,3.8 ,1.470 ,19
1446,操勞,3.6 ,0.490 ,5.2 ,1.470 ,0
1447,擔保,5.0 ,0.632 ,4.8 ,1.600 ,28
1448,擔憂,3.6 ,0.490 ,4.8 ,1.166 ,64
1449,整齊,6.6 ,0.490 ,4.2 ,1.470 ,106
1450,整潔,6.8 ,0.400 ,4.2 ,1.470 ,59
1451,機敏,7.0 ,0.632 ,5.6 ,1.497 ,4
1452,機警,7.0 ,0.632 ,6.4 ,0.800 ,13
1453,機靈,7.0 ,0.632 ,6.0 ,1.265 ,9
1454,激怒,2.6 ,0.490 ,7.8 ,0.400 ,7
1455,激動,4.8 ,0.400 ,7.8 ,0.748 ,127
1456,激情,5.4 ,0.490 ,7.4 ,0.490 ,40
1457,激勵,7.2 ,0.400 ,6.8 ,0.400 ,95
1458,獨自,4.2 ,0.400 ,3.2 ,1.600 ,121
1459,獨創,6.2 ,0.748 ,4.2 ,1.939 ,14
1460,瘸,3.4 ,0.490 ,3.6 ,1.200 ,0
1461,積極,6.6 ,1.020 ,6.6 ,0.800 ,919
1462,罹難,1.8 ,0.748 ,7.0 ,1.414 ,23
1463,膩,3.6 ,0.800 ,4.0 ,1.265 ,19
1464,興旺,6.8 ,0.400 ,5.6 ,1.497 ,16
1465,興致,6.2 ,0.980 ,6.0 ,0.894 ,28
1466,興趣,6.6 ,1.020 ,5.4 ,0.800 ,855
1467,興奮,7.4 ,0.490 ,7.2 ,0.400 ,233
1468,融洽,7.4 ,0.490 ,5.0 ,2.098 ,36
1469,褫奪,2.6 ,0.800 ,7.4 ,0.490 ,4
1470,親,6.6 ,0.800 ,5.8 ,1.600 ,39
1471,親吻,7.2 ,0.400 ,7.4 ,1.356 ,16
1472,親和,7.0 ,0.632 ,4.4 ,1.625 ,7
1473,親密,7.6 ,0.490 ,6.2 ,1.327 ,90
1474,諷刺,3.0 ,0.000 ,6.8 ,0.400 ,71
1475,諾言,6.8 ,0.980 ,5.8 ,0.748 ,26
1476,謀殺,1.6 ,0.490 ,7.8 ,0.748 ,25
1477,踴躍,6.8 ,0.400 ,6.8 ,0.400 ,132
1478,蹂躪,2.2 ,0.400 ,7.6 ,0.490 ,20
1479,輸家,3.0 ,0.632 ,5.0 ,1.789 ,6
1480,輸掉,3.4 ,0.800 ,5.2 ,1.720 ,17
1481,遲到,3.8 ,0.400 ,5.0 ,0.632 ,42
1482,遲鈍,3.6 ,0.490 ,3.6 ,1.200 ,12
1483,遲疑,3.6 ,0.490 ,4.8 ,1.166 ,32
1484,遺棄,2.8 ,0.400 ,5.8 ,1.939 ,33
1485,遺憾,2.6 ,0.490 ,4.8 ,1.720 ,126
1486,錯,3.0 ,0.894 ,4.8 ,1.939 ,381
1487,錯亂,3.0 ,0.894 ,6.2 ,1.166 ,9
1488,錯誤,3.2 ,0.748 ,5.6 ,1.020 ,265
1489,頭昏,3.2 ,0.748 ,4.6 ,1.356 ,9
1490,默哀,2.2 ,0.748 ,4.2 ,2.315 ,0
1491,優,6.8 ,0.400 ,5.4 ,1.356 ,19
1492,優秀,7.6 ,0.490 ,6.6 ,1.356 ,237
1493,優良,7.6 ,1.020 ,6.2 ,1.600 ,154
1494,優柔寡斷,3.2 ,0.748 ,4.6 ,1.855 ,6
1495,優美,6.8 ,0.400 ,5.4 ,1.497 ,132
1496,優勝,7.6 ,0.490 ,6.8 ,0.980 ,25
1497,優惠,6.8 ,0.748 ,6.2 ,1.720 ,125
1498,優雅,6.8 ,0.400 ,5.0 ,1.414 ,80
1499,優勢,6.8 ,0.400 ,6.0 ,0.894 ,271
1500,優點,7.0 ,0.632 ,5.0 ,1.095 ,256
1501,嚇,3.6 ,0.490 ,6.8 ,0.748 ,146
1502,壓力,2.6 ,0.490 ,6.8 ,0.980 ,944
1503,壓抑,2.6 ,0.490 ,5.4 ,1.497 ,132
1504,壓制,3.6 ,0.800 ,6.0 ,0.894 ,69
1505,壓迫,2.8 ,0.748 ,7.2 ,1.166 ,140
1506,尷尬,3.8 ,0.400 ,4.6 ,0.800 ,75
1507,懦,3.2 ,0.400 ,4.2 ,0.980 ,0
1508,擊,4.8 ,0.400 ,6.6 ,1.497 ,35
1509,擊敗,6.0 ,1.414 ,6.8 ,1.166 ,90
1510,濫用,3.0 ,0.632 ,5.6 ,1.625 ,48
1511,濫情,3.0 ,0.632 ,6.2 ,1.166 ,14
1512,燦爛,6.6 ,1.020 ,6.4 ,1.356 ,75
1513,獲勝,7.8 ,0.748 ,7.2 ,1.327 ,69
1514,獲獎,7.8 ,0.748 ,7.0 ,1.414 ,34
1515,瞧不起,3.2 ,0.748 ,6.2 ,1.600 ,21
1516,糟,3.4 ,0.490 ,4.4 ,1.200 ,85
1517,糟糕,3.2 ,0.748 ,5.2 ,1.720 ,65
1518,糟蹋,2.4 ,0.490 ,7.2 ,1.720 ,12
1519,繁瑣,3.8 ,0.980 ,5.0 ,1.095 ,27
1520,繃緊,4.2 ,0.748 ,7.2 ,0.980 ,7
1521,聰明,7.0 ,0.632 ,4.8 ,2.315 ,248
1522,膽小,3.6 ,0.490 ,4.6 ,1.855 ,18
1523,膽怯,3.2 ,0.748 ,5.2 ,1.470 ,5
1524,膽量,5.4 ,0.800 ,4.6 ,1.960 ,22
1525,膽戰心驚,2.8 ,0.748 ,7.6 ,0.490 ,6
1526,艱困,3.2 ,0.748 ,6.6 ,0.800 ,18
1527,艱辛,3.0 ,0.894 ,6.4 ,0.490 ,51
1528,艱苦,3.0 ,0.632 ,6.6 ,0.490 ,69
1529,艱深,3.4 ,0.800 ,6.4 ,1.020 ,8
1530,艱鉅,3.2 ,1.166 ,7.2 ,0.748 ,21
1531,艱險,3.0 ,0.894 ,7.8 ,0.748 ,0
1532,艱澀,3.2 ,0.980 ,7.2 ,1.327 ,7
1533,艱難,3.2 ,0.980 ,7.2 ,0.748 ,69
1534,虧損,3.2 ,0.748 ,5.6 ,1.855 ,57
1535,褻瀆,2.4 ,1.020 ,7.6 ,1.020 ,4
1536,謝天謝地,7.4 ,0.490 ,7.4 ,0.800 ,7
1537,謝意,6.2 ,0.400 ,6.0 ,1.549 ,32
1538,醜,3.6 ,0.490 ,3.8 ,1.470 ,49
1539,鮮明,6.4 ,0.490 ,5.4 ,1.744 ,76
1540,鮮美,6.2 ,0.400 ,5.4 ,1.356 ,28
1541,嚮往,6.0 ,0.632 ,5.0 ,1.549 ,92
1542,簡潔,6.2 ,0.400 ,4.8 ,1.470 ,36
1543,謹慎,6.4 ,0.800 ,4.2 ,1.720 ,90
1544,蹧蹋,2.6 ,0.800 ,7.2 ,1.166 ,0
1545,鎮定,5.4 ,1.020 ,2.8 ,1.470 ,17
1546,鎮靜,5.4 ,1.020 ,1.8 ,0.748 ,12
1547,鎮壓,3.0 ,1.095 ,7.0 ,0.632 ,53
1548,雜亂,3.6 ,0.490 ,5.6 ,1.497 ,20
1549,鬆懈,3.6 ,0.490 ,4.2 ,1.470 ,10
1550,壞人,3.4 ,0.490 ,5.4 ,1.020 ,105
1551,壞心,3.4 ,0.490 ,6.0 ,0.894 ,5
1552,壞死,2.8 ,0.748 ,5.0 ,1.897 ,25
1553,壞事,3.4 ,0.490 ,5.2 ,1.166 ,64
1554,壞處,3.4 ,0.490 ,5.0 ,1.095 ,19
1555,壞話,3.4 ,0.490 ,5.0 ,1.414 ,14
1556,壞運,3.0 ,0.000 ,5.6 ,1.020 ,0
1557,寵愛,6.8 ,1.166 ,5.6 ,2.059 ,27
1558,懲罰,3.4 ,0.490 ,6.2 ,0.980 ,54
1559,懶惰,3.4 ,0.800 ,4.0 ,1.673 ,26
1560,懶散,3.6 ,0.800 ,3.0 ,1.789 ,12
1561,懷鄉,5.0 ,0.632 ,4.6 ,1.497 ,0
1562,爆發,4.2 ,0.748 ,7.6 ,0.800 ,220
1563,癡迷,3.8 ,0.980 ,6.8 ,1.720 ,0
1564,穩健,7.0 ,0.894 ,5.2 ,1.327 ,38
1565,贊同,7.0 ,0.894 ,5.0 ,1.265 ,84
1566,辭職,4.0 ,0.632 ,4.8 ,2.040 ,98
1567,難吃,3.4 ,0.800 ,5.8 ,1.720 ,10
1568,難堪,3.0 ,0.632 ,6.4 ,1.020 ,41
1569,難過,3.0 ,0.632 ,5.6 ,1.356 ,232
1570,難聞,3.6 ,0.490 ,5.6 ,1.020 ,6
1571,難熬,2.6 ,0.490 ,7.2 ,0.748 ,7
1572,難題,3.6 ,0.490 ,5.2 ,1.720 ,121
1573,願,6.0 ,0.632 ,5.0 ,1.673 ,682
1574,騙,3.4 ,0.490 ,6.0 ,0.894 ,132
1575,嚴重,3.2 ,0.980 ,7.0 ,0.632 ,992
1576,嚴峻,3.0 ,0.894 ,7.6 ,0.490 ,12
1577,嚴格,3.8 ,1.600 ,6.8 ,1.166 ,299
1578,嚴酷,2.8 ,1.166 ,7.6 ,1.200 ,14
1579,嚴厲,3.8 ,1.166 ,7.4 ,0.490 ,68
1580,寶貴,7.0 ,0.894 ,5.0 ,1.673 ,144
1581,競爭,5.0 ,1.095 ,6.6 ,1.356 ,631
1582,耀眼,6.6 ,1.020 ,6.4 ,1.020 ,64
1583,觸目驚心,2.6 ,0.800 ,8.0 ,0.632 ,8
1584,觸怒,2.8 ,0.748 ,7.4 ,0.490 ,5
1585,觸景傷情,2.8 ,0.400 ,6.2 ,0.980 ,0
1586,贏取,6.4 ,0.490 ,6.0 ,1.549 ,6
1587,贏錢,6.6 ,0.800 ,6.2 ,2.135 ,8
1588,騷動,4.0 ,0.632 ,6.6 ,1.020 ,45
1589,騷擾,3.4 ,0.490 ,6.0 ,0.632 ,94
1590,懼怕,2.6 ,0.800 ,7.2 ,0.748 ,29
1591,爛,2.8 ,0.748 ,5.6 ,1.356 ,93
1592,犧牲,3.6 ,0.800 ,6.6 ,0.490 ,257
1593,纏身,3.6 ,0.490 ,6.2 ,1.166 ,9
1594,纏訟,3.6 ,0.490 ,5.6 ,1.960 ,9
1595,纏綿,6.8 ,0.748 ,6.6 ,1.020 ,12
1596,蠢,3.0 ,0.632 ,5.2 ,1.720 ,8
1597,護,6.0 ,0.894 ,4.4 ,1.200 ,52
1598,躊躇,4.2 ,0.400 ,4.8 ,1.166 ,13
1599,顧慮,4.2 ,0.400 ,4.6 ,1.020 ,43
1600,歡天喜地,8.2 ,0.400 ,7.8 ,0.400 ,9
1601,歡心,7.2 ,0.748 ,6.6 ,0.490 ,13
1602,歡呼,7.2 ,0.748 ,7.2 ,0.748 ,39
1603,歡欣,7.2 ,0.748 ,7.0 ,0.632 ,22
1604,歡笑,7.4 ,1.020 ,6.8 ,0.400 ,33
1605,歡喜,7.4 ,0.800 ,6.8 ,0.400 ,107
1606,歡愉,6.6 ,1.497 ,6.8 ,0.980 ,24
1607,歡樂,7.2 ,0.748 ,6.8 ,0.980 ,141
1608,歡聲,7.2 ,0.748 ,6.2 ,0.980 ,4
1609,歡歡喜喜,8.0 ,0.632 ,6.8 ,1.327 ,9
1610,顫抖,3.2 ,0.748 ,6.8 ,1.166 ,32
1611,驕傲,4.8 ,1.600 ,6.4 ,1.020 ,114
1612,髒,3.2 ,0.748 ,4.6 ,1.356 ,75
1613,攪亂,3.0 ,0.894 ,6.6 ,1.020 ,8
1614,變味,3.4 ,0.490 ,5.2 ,1.327 ,0
1615,變動,4.8 ,0.400 ,6.0 ,0.894 ,190
1616,變質,3.4 ,0.490 ,5.0 ,1.265 ,31
1617,驚,4.8 ,0.400 ,7.0 ,1.095 ,51
1618,驚人,4.8 ,0.400 ,7.6 ,0.800 ,191
1619,驚心,4.6 ,0.490 ,7.6 ,1.020 ,5
1620,驚呆,4.4 ,0.490 ,7.8 ,0.980 ,0
1621,驚奇,6.2 ,0.748 ,7.4 ,0.800 ,58
1622,驚怕,3.6 ,0.490 ,7.0 ,0.632 ,0
1623,驚恐,2.8 ,0.980 ,7.8 ,0.748 ,14
1624,驚悚,2.8 ,0.748 ,7.8 ,0.400 ,0
1625,驚異,3.8 ,0.748 ,7.2 ,0.400 ,25
1626,驚訝,5.0 ,0.000 ,7.2 ,1.327 ,135
1627,驚喜,7.2 ,0.748 ,7.4 ,0.490 ,55
1628,驚愕,3.6 ,0.490 ,7.4 ,0.490 ,0
1629,驚慌,3.2 ,0.748 ,7.6 ,0.490 ,29
1630,驚嘆,5.4 ,1.356 ,7.6 ,0.800 ,25
1631,驚疑,4.0 ,0.632 ,7.2 ,0.748 ,0
1632,驚歎,5.0 ,1.095 ,7.6 ,1.020 ,10
1633,驚險,4.0 ,1.265 ,7.6 ,0.490 ,28
1634,驚駭,3.2 ,1.470 ,7.8 ,0.400 ,0
1635,驚嚇,3.0 ,0.894 ,7.8 ,0.400 ,27
1636,驚擾,3.4 ,0.490 ,6.8 ,0.400 ,7
1637,體面,6.4 ,0.490 ,5.4 ,0.800 ,19
1638,體貼,7.0 ,0.632 ,5.6 ,1.356 ,64
1639,體會,6.4 ,0.800 ,4.4 ,1.356 ,240
1640,體諒,6.6 ,0.490 ,4.8 ,1.470 ,60
1641,靈巧,7.2 ,0.748 ,4.8 ,1.327 ,19
1642,靈活,6.8 ,0.748 ,4.2 ,1.166 ,126
1643,靈敏,6.6 ,1.020 ,4.2 ,1.166 ,34
1644,靈感,6.2 ,1.166 ,4.2 ,1.166 ,76
1645,齷齪,2.2 ,0.980 ,8.0 ,0.632 ,0
1646,讚,7.6 ,0.800 ,5.6 ,0.800 ,5
1647,讚不絕口,8.2 ,0.400 ,8.0 ,0.632 ,12
1648,讚佩,7.8 ,0.400 ,7.0 ,0.632 ,0
1649,讚嘆,7.6 ,0.490 ,7.2 ,0.400 ,28
1650,讚歎,7.6 ,0.490 ,7.2 ,0.400 ,23
1651,讚賞,7.8 ,0.748 ,6.8 ,1.166 ,51
1652,鬱,3.0 ,0.894 ,4.8 ,1.327 ,0
1653,貪污,1.8 ,1.166 ,7.6 ,1.744 ,63
